road_user_type,sex,age_group,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Female,70 to 79,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Female,80 and over,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Female,All ages,5,2,4,2,6,4,1,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,All,Under 16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,All,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,All,17 to 20,2,0,3,0,4,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,All,21 to 24,7,5,3,4,6,4,2,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,All,25 to 29,10,16,13,18,11,10,10,10,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,All,30 to 39,32,39,26,33,25,35,22,36,21,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,All,40 to 49,69,67,53,55,35,39,36,22,30,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,All,50 to 59,60,63,57,38,45,52,48,42,48,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,All,60 to 69,30,29,26,29,29,21,17,27,28,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,All,70 to 79,2,3,6,3,4,4,0,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,All,80 and over,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,All,All ages,212,222,188,180,162,168,135,144,144,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Male,Under 16,1,0,7,1,2,1,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Male,16,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Male,17 to 20,1,3,1,1,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Male,21 to 24,2,3,1,4,1,0,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Male,25 to 29,3,5,3,0,2,2,3,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Male,30 to 39,6,5,5,4,3,9,5,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Male,40 to 49,8,3,6,2,5,4,3,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Male,50 to 59,7,4,4,0,4,4,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Male,60 to 69,0,3,0,1,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Male,70 to 79,0,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Male,80 and over,0,0,1,1,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Male,All ages,30,28,30,17,21,23,18,16,9,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Female,Under 16,1,1,3,2,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Female,16,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Female,17 to 20,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Female,21 to 24,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Female,25 to 29,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Female,30 to 39,0,0,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Female,40 to 49,2,3,0,1,1,2,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Female,50 to 59,1,1,0,0,0,0,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Female,60 to 69,2,3,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Female,70 to 79,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Female,80 and over,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Female,All ages,9,10,6,6,7,5,2,5,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,All,Under 16,2,1,10,3,3,2,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,All,16,1,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,All,17 to 20,2,4,1,1,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,All,21 to 24,2,3,2,4,1,0,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,All,25 to 29,3,6,3,1,3,2,3,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,All,30 to 39,6,6,6,6,5,9,7,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,All,40 to 49,10,5,6,3,6,7,3,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,All,50 to 59,9,5,4,0,4,4,2,5,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,All,60 to 69,2,7,0,1,2,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,All,70 to 79,1,0,1,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,All,80 and over,0,0,1,1,1,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,All,All ages,39,38,36,23,27,28,20,20,12,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Male,Under 16,12,8,6,10,9,10,19,52,62,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Male,16,3,2,1,3,2,3,7,7,25,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Male,17 to 20,13,11,10,11,5,9,29,51,61,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Male,21 to 24,11,12,11,23,9,16,23,49,48,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Male,25 to 29,19,20,16,20,21,16,28,67,62,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Male,30 to 39,18,20,23,31,19,35,45,93,105,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Male,40 to 49,25,26,26,21,28,20,24,54,59,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Male,50 to 59,27,23,34,23,27,27,21,41,44,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Male,60 to 69,14,25,17,23,21,24,16,23,33,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Male,70 to 79,19,20,18,11,21,12,13,18,16,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Male,80 and over,22,21,20,18,27,20,18,17,19,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Male,All ages,184,193,183,194,189,193,247,474,539,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Female,Under 16,2,1,6,2,3,4,4,13,10,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Female,16,1,0,0,0,0,2,2,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Female,17 to 20,5,1,6,1,1,1,4,12,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Female,21 to 24,2,2,2,2,4,2,4,13,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Female,25 to 29,4,1,5,4,4,3,6,13,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Female,30 to 39,5,10,6,5,4,4,13,16,18,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Female,40 to 49,12,10,7,15,9,6,7,7,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Female,50 to 59,14,7,7,6,15,7,14,7,24,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Female,60 to 69,7,4,9,7,12,10,4,4,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Female,70 to 79,8,15,6,7,9,7,3,6,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Female,80 and over,12,12,13,8,13,8,3,9,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Female,All ages,73,64,68,59,74,55,64,105,134,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,All,Under 16,14,9,12,12,12,13,23,65,72,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,All,16,5,3,1,3,2,5,9,9,27,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,All,17 to 20,18,12,16,12,6,10,33,63,68,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,All,21 to 24,14,14,14,25,13,18,28,62,64,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,All,25 to 29,23,22,21,24,24,20,34,80,76,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,All,30 to 39,23,29,29,36,23,39,58,110,122,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,All,40 to 49,37,36,33,36,37,27,31,61,72,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,All,50 to 59,41,31,41,29,42,34,35,48,67,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,All,60 to 69,21,30,26,30,33,34,20,27,42,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,All,70 to 79,27,35,24,18,30,20,16,24,29,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,All,80 and over,34,33,33,26,40,28,21,26,26,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,All,All ages,258,258,250,253,263,249,311,579,675,580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Male,Under 16,4,6,1,3,5,6,7,5,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Male,16,2,0,0,1,2,1,1,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Male,17 to 20,1,3,3,3,1,2,1,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Male,21 to 24,4,2,1,3,5,1,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Male,25 to 29,3,4,6,8,7,3,0,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Male,30 to 39,4,7,7,7,3,4,1,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Male,40 to 49,1,5,4,3,4,6,2,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Male,50 to 59,4,3,1,5,3,2,2,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Male,60 to 69,1,1,2,1,3,2,1,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Male,70 to 79,1,0,0,1,1,2,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Male,80 and over,2,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Male,All ages,27,33,25,38,36,32,20,32,40,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Female,Under 16,4,2,2,2,3,0,2,3,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Female,16,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Female,17 to 20,3,3,2,0,4,1,3,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Female,21 to 24,1,2,0,1,1,1,1,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Female,25 to 29,1,1,0,2,1,4,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Female,30 to 39,5,1,0,3,5,5,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Female,40 to 49,5,6,4,3,3,3,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Female,50 to 59,1,3,4,3,3,5,5,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Female,60 to 69,2,4,1,2,2,1,1,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Female,70 to 79,2,3,5,2,2,0,3,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Female,80 and over,1,1,1,1,2,1,4,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Female,All ages,24,27,21,19,26,23,27,17,31,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,All,Under 16,8,9,3,6,8,7,9,8,21,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,All,16,2,1,0,2,2,1,1,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,All,17 to 20,4,6,4,3,5,3,4,8,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,All,21 to 24,4,4,1,5,6,2,5,5,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,All,25 to 29,3,4,6,10,8,6,2,4,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,All,30 to 39,8,9,7,10,8,9,2,8,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,All,40 to 49,7,11,8,5,7,10,4,5,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,All,50 to 59,4,6,5,8,5,8,7,3,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,All,60 to 69,3,6,4,2,6,4,2,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,All,70 to 79,3,3,5,3,3,2,5,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,All,80 and over,3,2,1,1,2,2,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,All,All ages,51,60,46,57,61,54,47,49,70,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Male,Under 16,"1,899","1,741","1,693","1,686","1,697","1,653","1,218","1,451","1,572","1,558",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Male,16,366,333,308,340,299,285,244,247,284,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Male,17 to 20,"2,608","2,499","2,231","2,182","2,079","2,076","1,595","2,022","2,191","2,209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Male,21 to 24,"2,476","2,457","2,340","2,173","1,973","1,816","1,436","1,679","1,777","1,743",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Male,25 to 29,"2,535","2,521","2,468","2,475","2,322","2,288","1,816","2,019","1,973","1,917",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Male,30 to 39,"3,731","3,522","3,573","3,502","3,605","3,582","3,023","3,394","3,573","3,379",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Male,40 to 49,"3,731","3,459","3,209","2,930","2,994","2,789","2,315","2,443","2,548","2,623",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Male,50 to 59,"2,927","2,937","2,897","2,775","2,914","2,859","2,431","2,662","2,686","2,658",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Male,60 to 69,"1,637","1,597","1,560","1,522","1,669","1,574","1,406","1,477","1,763","1,782",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Male,70 to 79,971,"1,008",982,990,"1,088","1,054",859,876,"1,038","1,109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Male,80 and over,748,752,730,683,739,699,451,573,688,685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Male,All ages,"23,867","23,084","22,196","21,397","21,543","20,823","16,905","18,986","20,248","20,109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Female,Under 16,"1,064","1,042",956,910,860,860,615,783,871,836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Female,16,149,138,131,111,113,99,71,93,97,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Female,17 to 20,924,875,831,841,774,781,590,643,767,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Female,21 to 24,897,850,798,769,719,670,521,675,641,655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Female,25 to 29,906,857,856,781,859,803,639,703,779,739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Female,30 to 39,"1,362","1,229","1,228","1,226","1,267","1,321",973,"1,157","1,310","1,285",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Female,40 to 49,"1,342","1,276","1,168","1,134","1,122","1,037",793,922,"1,026","1,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Female,50 to 59,"1,259","1,209","1,219","1,179","1,326","1,261",973,"1,081","1,240","1,274",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Female,60 to 69,"1,009",929,960,930,975,949,720,778,"1,011","1,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Female,70 to 79,903,868,875,906,"1,032",979,572,707,945,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Female,80 and over,810,718,741,732,771,795,404,470,657,696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Female,All ages,"10,727","10,096","9,858","9,581","9,896","9,624","6,931","8,075","9,408","9,533",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,All,Under 16,"2,963","2,785","2,649","2,596","2,557","2,517","1,834","2,236","2,445","2,396",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,All,16,515,471,439,451,412,383,315,341,381,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,All,17 to 20,"3,532","3,373","3,062","3,023","2,853","2,857","2,186","2,666","2,960","2,998",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,All,21 to 24,"3,373","3,307","3,138","2,941","2,693","2,486","1,957","2,356","2,420","2,405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,All,25 to 29,"3,441","3,378","3,324","3,257","3,181","3,091","2,455","2,723","2,755","2,660",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,All,30 to 39,"5,093","4,751","4,801","4,729","4,871","4,905","3,998","4,561","4,891","4,680",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,All,40 to 49,"5,073","4,735","4,377","4,065","4,116","3,827","3,109","3,370","3,577","3,694",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,All,50 to 59,"4,187","4,146","4,117","3,954","4,240","4,120","3,405","3,746","3,929","3,939",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,All,60 to 69,"2,646","2,526","2,519","2,452","2,644","2,522","2,126","2,255","2,775","2,824",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,All,70 to 79,"1,874","1,878","1,857","1,897","2,120","2,034","1,431","1,583","1,983","2,099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,All,80 and over,"1,557","1,469","1,471","1,415","1,510","1,494",855,"1,042","1,347","1,381",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,All,All ages,"34,593","33,184","32,058","30,979","31,441","30,462","23,846","27,095","29,700","29,711",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
