road_user_type,sex,age_group,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,All,70 to 79,0,1,0,0,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,All,80 and over,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,All,All ages,13,28,14,20,13,17,14,15,23,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Male,Under 16,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Male,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Male,17 to 20,0,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Male,21 to 24,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Male,25 to 29,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Male,30 to 39,1,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Male,40 to 49,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Male,50 to 59,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Male,60 to 69,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Male,70 to 79,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Male,80 and over,0,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Male,All ages,1,2,0,1,1,2,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Female,Under 16,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Female,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Female,17 to 20,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Female,21 to 24,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Female,25 to 29,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Female,30 to 39,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Female,40 to 49,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Female,50 to 59,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Female,60 to 69,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Female,70 to 79,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Female,80 and over,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,Female,All ages,0,1,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,All,Under 16,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,All,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,All,17 to 20,0,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,All,21 to 24,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,All,25 to 29,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,All,30 to 39,1,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,All,40 to 49,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,All,50 to 59,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,All,60 to 69,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,All,70 to 79,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,All,80 and over,0,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy goods vehicle passengers,All,All ages,1,3,0,1,1,2,2,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Male,Under 16,0,1,0,0,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Male,16,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Male,17 to 20,4,1,1,0,0,0,2,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Male,21 to 24,0,1,2,2,0,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Male,25 to 29,0,1,2,1,1,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Male,30 to 39,1,2,4,2,3,4,1,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Male,40 to 49,0,3,0,1,4,3,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Male,50 to 59,4,2,7,1,2,5,1,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Male,60 to 69,2,3,2,1,4,2,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Male,70 to 79,5,3,3,0,3,3,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Male,80 and over,3,4,5,1,6,7,0,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Male,All ages,19,21,26,9,23,26,7,20,24,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Female,Under 16,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Female,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Female,17 to 20,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Female,21 to 24,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Female,25 to 29,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Female,30 to 39,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Female,40 to 49,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Female,50 to 59,1,0,0,0,0,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Female,60 to 69,0,0,0,1,3,2,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Female,70 to 79,1,4,0,2,3,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Female,80 and over,1,3,6,1,1,0,0,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,Female,All ages,5,7,6,4,7,4,1,6,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,All,Under 16,0,1,0,0,0,0,0,0,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,All,16,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,All,17 to 20,4,1,1,0,0,0,2,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,All,21 to 24,0,1,2,2,0,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,All,25 to 29,0,1,2,1,1,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,All,30 to 39,2,2,4,2,3,5,1,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,All,40 to 49,1,3,0,1,4,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,All,50 to 59,5,2,7,1,2,5,1,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,All,60 to 69,2,3,2,2,7,4,1,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,All,70 to 79,6,7,3,2,6,4,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,All,80 and over,4,7,11,2,7,7,0,6,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle drivers,All,All ages,24,28,32,13,30,30,8,26,29,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Male,Under 16,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Male,16,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Male,17 to 20,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Male,21 to 24,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Male,25 to 29,0,0,0,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Male,30 to 39,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Male,40 to 49,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Male,50 to 59,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Male,60 to 69,0,0,1,0,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Male,70 to 79,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Male,80 and over,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Male,All ages,2,3,1,2,5,2,1,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Female,Under 16,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Female,16,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Female,17 to 20,0,1,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Female,21 to 24,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Female,25 to 29,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Female,30 to 39,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Female,40 to 49,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Female,50 to 59,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Female,60 to 69,0,0,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Female,70 to 79,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Female,80 and over,0,1,0,0,1,0,3,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,Female,All ages,0,4,2,2,3,2,3,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,All,Under 16,0,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,All,16,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,All,17 to 20,0,2,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,All,21 to 24,0,1,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,All,25 to 29,0,0,0,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,All,30 to 39,0,0,0,0,0,2,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,All,40 to 49,0,0,0,1,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,All,50 to 59,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,All,60 to 69,0,0,2,0,3,0,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,All,70 to 79,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,All,80 and over,1,2,0,0,1,0,3,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other or unknown vehicle passengers,All,All ages,2,7,3,4,8,4,4,3,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Male,Under 16,28,33,42,28,29,25,25,21,31,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Male,16,7,12,6,9,11,5,7,9,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Male,17 to 20,118,115,100,105,96,90,77,119,126,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Male,21 to 24,142,153,143,119,127,113,88,90,106,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Male,25 to 29,144,147,127,162,118,121,116,125,115,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Male,30 to 39,189,166,207,225,229,214,182,207,212,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Male,40 to 49,190,217,194,170,170,162,155,150,163,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Male,50 to 59,163,168,181,170,183,183,174,187,156,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Male,60 to 69,134,104,109,126,125,138,121,118,136,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Male,70 to 79,89,101,101,110,124,137,108,103,121,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Male,80 and over,106,101,111,115,111,116,75,82,118,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Male,All ages,"1,310","1,317","1,322","1,339","1,323","1,304","1,128","1,211","1,292","1,210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Female,Under 16,25,21,27,20,19,14,16,15,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Female,16,7,6,7,3,2,5,4,1,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Female,17 to 20,35,26,33,25,32,24,20,26,31,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Female,21 to 24,36,20,23,30,24,21,22,18,22,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Female,25 to 29,30,31,32,24,29,25,25,27,21,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Female,30 to 39,40,31,49,47,38,26,46,41,51,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Female,40 to 49,46,41,47,50,38,30,27,29,37,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Female,50 to 59,40,51,40,47,51,56,41,52,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Female,60 to 69,55,34,44,56,65,62,29,32,46,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Female,70 to 79,58,69,67,62,82,81,46,54,72,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Female,80 and over,93,83,101,90,81,104,56,52,81,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,Female,All ages,465,413,470,454,461,448,332,347,419,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,All,Under 16,53,54,69,48,48,39,41,36,49,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,All,16,14,18,13,12,13,10,11,10,8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,All,17 to 20,153,141,133,130,128,114,97,145,157,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,All,21 to 24,178,173,166,149,151,134,110,108,128,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,All,25 to 29,174,178,159,186,147,146,141,152,136,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,All,30 to 39,229,197,256,272,267,240,228,248,263,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,All,40 to 49,236,258,241,220,208,192,182,179,200,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,All,50 to 59,203,219,221,217,234,239,215,239,196,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,All,60 to 69,189,138,153,182,190,200,150,150,182,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,All,70 to 79,147,170,168,172,206,218,154,157,193,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,All,80 and over,199,184,212,205,192,220,131,134,199,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All road users,All,All ages,"1,775","1,730","1,792","1,793","1,784","1,752","1,460","1,558","1,711","1,624",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
